estacion,hora,q_cafes_llevar_solo,q_cafes_local_solo,q_cafes_llevar_solo_leche,q_cafes_llevar_solo_otros,q_cafes_local_solo_leche,q_cafes_local_solo_otros,q_cafes_llevar_solo_otros_negro,q_cafes_local_solo_otros_negro
Ovidio Lagos,1,21.0000,104.0000,7.0000,14.0000,12.0000,92.0000,null,104.0000
El Arco,8,159.0000,152.0000,99.0000,60.0000,15.0000,137.0000,25.0000,106.0000
Gral Paz Capital,13,109.0000,288.0000,59.0000,50.0000,null,288.0000,41.0000,288.0000
Maschwitz,14,null,40.0000,null,null,null,40.0000,null,31.0000
Gral Paz Capital,14,94.0000,374.0000,47.0000,47.0000,null,374.0000,45.0000,374.0000
Luis Viale,15,60.0000,230.0000,14.0000,46.0000,10.0000,220.0000,17.0000,155.0000
San Isidro,12,88.0000,184.0000,31.0000,57.0000,11.0000,173.0000,14.0000,168.0000
Bulnes,1,null,null,null,null,null,null,null,null
Alsina,8,103.0000,106.0000,35.0000,68.0000,9.0000,97.0000,7.0000,106.0000
Mitre,11,null,null,null,null,null,null,null,null
Dialogos,11,67.0000,118.0000,41.0000,26.0000,10.0000,108.0000,9.0000,107.0000
Bulnes,19,28.0000,59.0000,16.0000,12.0000,3.0000,56.0000,4.0000,40.0000
Los Incas,0,13.0000,null,9.0000,4.0000,null,null,2.0000,null
Gutierrez,0,27.0000,41.0000,11.0000,16.0000,7.0000,34.0000,6.0000,33.0000
Floresta,19,26.0000,52.0000,7.0000,19.0000,4.0000,48.0000,null,52.0000
Maschwitz,2,null,34.0000,null,null,null,34.0000,null,28.0000
AUBASA BA-LP,4,113.0000,31.0000,41.0000,72.0000,9.0000,22.0000,29.0000,19.0000
Gral Paz Capital,22,51.0000,110.0000,41.0000,10.0000,null,110.0000,5.0000,110.0000
La Carmela,5,142.0000,42.0000,59.0000,83.0000,10.0000,32.0000,53.0000,42.0000
Olivos,16,72.0000,169.0000,55.0000,17.0000,22.0000,147.0000,1.0000,146.0000
La Carmela,20,49.0000,50.0000,16.0000,33.0000,8.0000,42.0000,17.0000,50.0000
El Arco,20,51.0000,101.0000,30.0000,21.0000,12.0000,89.0000,12.0000,74.0000
Pilar,5,67.0000,16.0000,16.0000,51.0000,6.0000,10.0000,14.0000,13.0000
Amanecer,3,16.0000,11.0000,4.0000,12.0000,null,11.0000,4.0000,11.0000
Pilar,1,23.0000,17.0000,2.0000,21.0000,5.0000,12.0000,7.0000,17.0000
Floresta,17,86.0000,93.0000,28.0000,58.0000,11.0000,82.0000,9.0000,93.0000
Alsina,9,123.0000,141.0000,45.0000,78.0000,19.0000,122.0000,10.0000,141.0000
Boulevard,2,null,null,null,null,null,null,null,null
Gutierrez,6,80.0000,29.0000,40.0000,40.0000,10.0000,19.0000,18.0000,25.0000
Los Incas,9,140.0000,10.0000,107.0000,33.0000,null,10.0000,14.0000,9.0000
AUBASA BA-LP,19,197.0000,136.0000,55.0000,142.0000,18.0000,118.0000,50.0000,108.0000
Gral Paz Provincia,7,395.0000,235.0000,193.0000,202.0000,41.0000,194.0000,77.0000,159.0000
Alberdi,10,null,90.0000,null,null,null,90.0000,null,69.0000
DISC Echeverria,4,null,75.0000,null,null,null,75.0000,null,21.0000
Del Tejar,1,25.0000,54.0000,6.0000,19.0000,1.0000,53.0000,4.0000,54.0000
Cabildo,1,40.0000,26.0000,19.0000,21.0000,6.0000,20.0000,3.0000,11.0000
Fisherton,23,5.0000,80.0000,null,5.0000,null,80.0000,5.0000,80.0000
Maipu,1,51.0000,84.0000,41.0000,10.0000,15.0000,69.0000,null,82.0000
Pilar,3,38.0000,16.0000,10.0000,28.0000,5.0000,11.0000,10.0000,15.0000
Ovidio Lagos,19,39.0000,156.0000,5.0000,34.0000,5.0000,151.0000,null,156.0000
Bonpland,20,70.0000,131.0000,32.0000,38.0000,13.0000,118.0000,12.0000,107.0000
Dialogos,17,103.0000,106.0000,69.0000,34.0000,28.0000,78.0000,9.0000,101.0000
Disc Panamericana,23,2.0000,null,null,2.0000,null,null,null,null
Parque Sarmiento,13,28.0000,48.0000,19.0000,9.0000,4.0000,44.0000,2.0000,37.0000
Boulevard,19,66.0000,216.0000,32.0000,34.0000,25.0000,191.0000,7.0000,193.0000
AUBASA LP-BA,15,227.0000,338.0000,47.0000,180.0000,19.0000,319.0000,65.0000,248.0000
Santa Fe,14,18.0000,10.0000,4.0000,14.0000,1.0000,9.0000,3.0000,9.0000
Parque Sarmiento,2,14.0000,3.0000,10.0000,4.0000,null,3.0000,2.0000,3.0000
Las Heras,19,57.0000,75.0000,24.0000,33.0000,6.0000,69.0000,7.0000,68.0000
Maschwitz,19,null,63.0000,null,null,null,63.0000,null,48.0000
Congreso,0,37.0000,36.0000,12.0000,25.0000,1.0000,35.0000,null,36.0000
Gutierrez,14,34.0000,93.0000,5.0000,29.0000,5.0000,88.0000,12.0000,74.0000
Lima,0,333.0000,140.0000,79.0000,254.0000,18.0000,122.0000,132.0000,102.0000
Alvear,4,66.0000,131.0000,18.0000,48.0000,25.0000,106.0000,24.0000,114.0000
Las Heras,13,64.0000,68.0000,26.0000,38.0000,7.0000,61.0000,12.0000,62.0000
Emilio Castro,16,47.0000,37.0000,17.0000,30.0000,2.0000,35.0000,5.0000,23.0000
Arroyo Seco,5,227.0000,77.0000,116.0000,111.0000,27.0000,50.0000,55.0000,61.0000
Luis Viale,18,85.0000,200.0000,42.0000,43.0000,13.0000,187.0000,8.0000,137.0000
Trelles,8,133.0000,104.0000,69.0000,64.0000,18.0000,86.0000,49.0000,31.0000
Santa Fe,10,58.0000,25.0000,28.0000,30.0000,null,25.0000,12.0000,16.0000
Las Heras,12,83.0000,91.0000,33.0000,50.0000,10.0000,81.0000,7.0000,78.0000
El Club,19,88.0000,289.0000,40.0000,48.0000,40.0000,249.0000,10.0000,221.0000
Cabildo,13,37.0000,37.0000,18.0000,19.0000,4.0000,33.0000,1.0000,13.0000
Ovidio Lagos,22,24.0000,75.0000,6.0000,18.0000,11.0000,64.0000,null,75.0000
Bonpland,11,195.0000,342.0000,86.0000,109.0000,33.0000,309.0000,29.0000,261.0000
Del Tejar,6,61.0000,86.0000,44.0000,17.0000,16.0000,70.0000,3.0000,86.0000
America,7,232.0000,91.0000,114.0000,118.0000,null,91.0000,43.0000,91.0000
AUBASA BA-LP,18,222.0000,144.0000,65.0000,157.0000,24.0000,120.0000,53.0000,114.0000
Alvear,13,111.0000,365.0000,44.0000,67.0000,47.0000,318.0000,17.0000,298.0000
El Arco,9,152.0000,191.0000,78.0000,74.0000,12.0000,179.0000,28.0000,106.0000
Amanecer,11,78.0000,187.0000,21.0000,57.0000,null,187.0000,28.0000,187.0000
Gral Paz Capital,5,273.0000,67.0000,233.0000,40.0000,null,67.0000,34.0000,67.0000
Villa Luro,23,40.0000,73.0000,9.0000,31.0000,5.0000,68.0000,4.0000,57.0000
Rivadavia,21,null,null,null,null,null,null,null,null
Alsina,11,100.0000,125.0000,26.0000,74.0000,6.0000,119.0000,12.0000,121.0000
Rosario Sur,11,null,null,null,null,null,null,null,null
Olivos,4,48.0000,13.0000,39.0000,9.0000,5.0000,8.0000,null,11.0000
Santa Rita,4,42.0000,15.0000,10.0000,32.0000,null,15.0000,2.0000,15.0000
Zarate,13,86.0000,23.0000,56.0000,30.0000,3.0000,20.0000,7.0000,22.0000
El Club,23,40.0000,112.0000,14.0000,26.0000,12.0000,100.0000,6.0000,94.0000
Emilio Castro,15,39.0000,29.0000,15.0000,24.0000,3.0000,26.0000,6.0000,23.0000
America,14,71.0000,102.0000,32.0000,39.0000,null,102.0000,18.0000,102.0000
Gral Paz Capital,18,154.0000,253.0000,85.0000,69.0000,null,253.0000,52.0000,253.0000
El Arco,1,null,null,null,null,null,null,null,null
Rosario Sur,5,null,null,null,null,null,null,null,null
DISC Echeverria,23,null,14.0000,null,null,null,14.0000,null,8.0000
Boulevard,5,null,null,null,null,null,null,null,null
Florencio Varela,6,142.0000,77.0000,50.0000,92.0000,25.0000,52.0000,4.0000,69.0000
Ovidio Lagos,2,5.0000,46.0000,null,5.0000,3.0000,43.0000,null,46.0000
Zarate Brazo Largo,19,81.0000,34.0000,53.0000,28.0000,null,34.0000,2.0000,34.0000
La Bandera,18,61.0000,386.0000,46.0000,15.0000,9.0000,377.0000,7.0000,269.0000
Santa Fe,17,35.0000,11.0000,16.0000,19.0000,null,11.0000,8.0000,9.0000
America,13,60.0000,75.0000,27.0000,33.0000,null,75.0000,18.0000,75.0000
Santa Rita,22,25.0000,34.0000,5.0000,20.0000,2.0000,32.0000,2.0000,33.0000
Ovidio Lagos,14,38.0000,210.0000,7.0000,31.0000,6.0000,204.0000,null,210.0000
Santa Rita,10,47.0000,119.0000,7.0000,40.0000,9.0000,110.0000,2.0000,114.0000
Garay,4,59.0000,46.0000,9.0000,50.0000,6.0000,40.0000,4.0000,44.0000
Santa Fe,2,null,null,null,null,null,null,null,null
Alberdi,17,null,58.0000,null,null,null,58.0000,null,55.0000
America,17,72.0000,147.0000,39.0000,33.0000,null,147.0000,17.0000,147.0000
Zarate Brazo Largo,10,103.0000,218.0000,63.0000,40.0000,7.0000,211.0000,null,218.0000
Maipu,2,43.0000,64.0000,36.0000,7.0000,29.0000,35.0000,null,64.0000
Buen Ayre,18,121.0000,188.0000,43.0000,78.0000,30.0000,158.0000,15.0000,148.0000
Fisherton,7,232.0000,314.0000,101.0000,131.0000,null,314.0000,33.0000,235.0000
Villa Allende,13,23.0000,162.0000,14.0000,9.0000,7.0000,155.0000,1.0000,83.0000
Bonpland,19,119.0000,164.0000,63.0000,56.0000,22.0000,142.0000,13.0000,129.0000
Maschwitz,7,null,199.0000,null,null,null,199.0000,null,176.0000
AUBASA LP-BA,12,171.0000,178.0000,51.0000,120.0000,17.0000,161.0000,41.0000,146.0000
Alsina,21,27.0000,200.0000,8.0000,19.0000,10.0000,190.0000,8.0000,198.0000
Rosario Sur,17,null,null,null,null,null,null,null,null
Alvear,18,139.0000,407.0000,62.0000,77.0000,48.0000,359.0000,27.0000,338.0000
Disc Panamericana,20,2.0000,3.0000,1.0000,1.0000,null,3.0000,null,3.0000
Gral Paz Provincia,6,342.0000,148.0000,172.0000,170.0000,49.0000,99.0000,87.0000,116.0000
San Isidro,5,72.0000,14.0000,30.0000,42.0000,6.0000,8.0000,16.0000,13.0000
Cabildo,23,26.0000,13.0000,12.0000,14.0000,4.0000,9.0000,5.0000,4.0000
Gral Paz Provincia,4,219.0000,80.0000,63.0000,156.0000,8.0000,72.0000,86.0000,62.0000
Rosario Sur,14,null,null,null,null,null,null,null,null
Los Incas,13,44.0000,3.0000,39.0000,5.0000,null,3.0000,4.0000,3.0000
Gutierrez,19,45.0000,90.0000,19.0000,26.0000,11.0000,79.0000,13.0000,61.0000
Fisherton,14,44.0000,514.0000,2.0000,42.0000,null,514.0000,13.0000,454.0000
Amanecer,16,62.0000,135.0000,21.0000,41.0000,null,135.0000,14.0000,135.0000
Anchorena,8,null,17.0000,null,null,8.0000,9.0000,null,17.0000
Villa Luro,21,18.0000,80.0000,1.0000,17.0000,10.0000,70.0000,8.0000,51.0000
Boulevard,21,29.0000,28.0000,13.0000,16.0000,6.0000,22.0000,11.0000,23.0000
Luis Viale,7,165.0000,104.0000,29.0000,136.0000,38.0000,66.0000,13.0000,85.0000
Las Heras,3,25.0000,31.0000,10.0000,15.0000,3.0000,28.0000,5.0000,28.0000
La Bandera,8,157.0000,229.0000,123.0000,34.0000,35.0000,194.0000,21.0000,131.0000
Arroyo Seco,20,488.0000,336.0000,191.0000,297.0000,44.0000,292.0000,78.0000,174.0000
La Carmela,12,42.0000,35.0000,16.0000,26.0000,4.0000,31.0000,12.0000,35.0000
Alvear,8,444.0000,603.0000,175.0000,269.0000,113.0000,490.0000,106.0000,490.0000
El Arco,6,111.0000,29.0000,67.0000,44.0000,11.0000,18.0000,15.0000,27.0000
Amanecer,20,31.0000,70.0000,7.0000,24.0000,null,70.0000,5.0000,70.0000
Villa Luro,20,32.0000,120.0000,13.0000,19.0000,9.0000,111.0000,7.0000,70.0000
Mitre,9,null,null,null,null,null,null,null,null
Santa Fe,21,22.0000,2.0000,8.0000,14.0000,1.0000,1.0000,4.0000,2.0000
Amanecer,8,197.0000,131.0000,66.0000,131.0000,null,131.0000,52.0000,131.0000
Emilio Castro,11,58.0000,43.0000,25.0000,33.0000,6.0000,37.0000,6.0000,32.0000
Santa Fe,5,null,null,null,null,null,null,null,null
Gutierrez,17,68.0000,95.0000,31.0000,37.0000,11.0000,84.0000,17.0000,83.0000
El Club,22,39.0000,120.0000,15.0000,24.0000,12.0000,108.0000,10.0000,95.0000
San Isidro,11,156.0000,268.0000,62.0000,94.0000,22.0000,246.0000,22.0000,243.0000
Los Incas,22,16.0000,7.0000,9.0000,7.0000,null,7.0000,3.0000,7.0000
AUBASA LP-BA,13,116.0000,165.0000,29.0000,87.0000,13.0000,152.0000,34.0000,115.0000
Maschwitz,5,null,97.0000,null,null,null,97.0000,null,83.0000
Buen Ayre,22,22.0000,18.0000,6.0000,16.0000,1.0000,17.0000,6.0000,14.0000
AUBASA BA-LP,9,433.0000,291.0000,167.0000,266.0000,48.0000,243.0000,93.0000,228.0000
AUBASA LP-BA,14,181.0000,237.0000,44.0000,137.0000,12.0000,225.0000,44.0000,165.0000
Garay,17,66.0000,265.0000,15.0000,51.0000,14.0000,251.0000,7.0000,188.0000
Fisherton,21,35.0000,89.0000,2.0000,33.0000,null,89.0000,13.0000,82.0000
Gral Paz Capital,19,104.0000,265.0000,54.0000,50.0000,null,265.0000,41.0000,265.0000
Dialogos,8,176.0000,79.0000,108.0000,68.0000,23.0000,56.0000,12.0000,76.0000
AUBASA LP-BA,7,409.0000,74.0000,221.0000,188.0000,15.0000,59.0000,71.0000,46.0000
Anchorena,7,null,24.0000,null,null,14.0000,10.0000,null,24.0000
Los Incas,18,48.0000,1.0000,32.0000,16.0000,null,1.0000,5.0000,1.0000
Villa Allende,16,49.0000,210.0000,17.0000,32.0000,1.0000,209.0000,16.0000,109.0000
DISC Echeverria,20,null,15.0000,null,null,null,15.0000,null,3.0000
Florencio Varela,18,130.0000,110.0000,101.0000,29.0000,38.0000,72.0000,8.0000,110.0000
Lima,13,253.0000,220.0000,56.0000,197.0000,12.0000,208.0000,79.0000,156.0000
Luis Viale,9,130.0000,118.0000,13.0000,117.0000,16.0000,102.0000,12.0000,83.0000
Los Incas,16,42.0000,1.0000,29.0000,13.0000,null,1.0000,3.0000,1.0000
Parque Sarmiento,14,48.0000,67.0000,22.0000,26.0000,1.0000,66.0000,23.0000,60.0000
Boulevard,14,62.0000,291.0000,24.0000,38.0000,11.0000,280.0000,14.0000,249.0000
Bulnes,3,null,null,null,null,null,null,null,null
Fisherton,0,17.0000,86.0000,null,17.0000,null,86.0000,17.0000,86.0000
Emilio Castro,4,30.0000,13.0000,12.0000,18.0000,5.0000,8.0000,6.0000,11.0000
Del Tejar,7,158.0000,132.0000,125.0000,33.0000,16.0000,116.0000,3.0000,132.0000
Alsina,23,55.0000,142.0000,8.0000,47.0000,3.0000,139.0000,27.0000,142.0000
CORS EVENTOS,9,55.0000,null,19.0000,36.0000,null,null,13.0000,null
CORS EVENTOS,7,1.0000,null,1.0000,null,null,null,null,null
Villa Luro,12,94.0000,233.0000,39.0000,55.0000,23.0000,210.0000,24.0000,133.0000
Olivos,18,80.0000,146.0000,60.0000,20.0000,16.0000,130.0000,4.0000,124.0000
Del Tejar,2,15.0000,41.0000,3.0000,12.0000,6.0000,35.0000,2.0000,41.0000
Garay,21,28.0000,107.0000,7.0000,21.0000,8.0000,99.0000,1.0000,92.0000
Disc Panamericana,10,16.0000,10.0000,1.0000,15.0000,null,10.0000,2.0000,10.0000
San Isidro,22,24.0000,28.0000,7.0000,17.0000,3.0000,25.0000,7.0000,28.0000
Centenera,5,72.0000,16.0000,21.0000,51.0000,2.0000,14.0000,46.0000,12.0000
Villa Allende,5,null,8.0000,null,null,null,8.0000,null,1.0000
Alberdi,3,null,19.0000,null,null,null,19.0000,null,17.0000
Santa Fe,4,null,null,null,null,null,null,null,null
Del Tejar,21,20.0000,54.0000,6.0000,14.0000,9.0000,45.0000,3.0000,54.0000
Luis Viale,11,97.0000,198.0000,5.0000,92.0000,3.0000,195.0000,13.0000,153.0000
Del Tejar,13,50.0000,169.0000,23.0000,27.0000,21.0000,148.0000,1.0000,168.0000
Ovidio Lagos,15,65.0000,233.0000,24.0000,41.0000,6.0000,227.0000,null,233.0000
Rivadavia,18,null,null,null,null,null,null,null,null
Alvear,14,112.0000,452.0000,36.0000,76.0000,45.0000,407.0000,25.0000,342.0000
Las Heras,22,17.0000,22.0000,6.0000,11.0000,1.0000,21.0000,3.0000,21.0000
Amanecer,19,45.0000,80.0000,19.0000,26.0000,null,80.0000,14.0000,80.0000
Congreso,9,242.0000,121.0000,166.0000,76.0000,9.0000,112.0000,3.0000,117.0000
Arroyo Seco,9,930.0000,502.0000,504.0000,426.0000,77.0000,425.0000,101.0000,270.0000
Alberdi,12,null,41.0000,null,null,null,41.0000,null,36.0000
Zarate,3,null,null,null,null,null,null,null,null
Bonpland,9,375.0000,311.0000,185.0000,190.0000,45.0000,266.0000,43.0000,222.0000
Dialogos,4,null,null,null,null,null,null,null,null
Bulnes,16,54.0000,109.0000,26.0000,28.0000,8.0000,101.0000,4.0000,85.0000
Las Heras,0,24.0000,27.0000,6.0000,18.0000,3.0000,24.0000,6.0000,22.0000
Floresta,15,48.0000,78.0000,13.0000,35.0000,8.0000,70.0000,1.0000,78.0000
Dialogos,19,62.0000,72.0000,43.0000,19.0000,20.0000,52.0000,4.0000,65.0000
Maipu,6,39.0000,83.0000,17.0000,22.0000,10.0000,73.0000,null,81.0000
Emilio Castro,20,24.0000,22.0000,5.0000,19.0000,3.0000,19.0000,9.0000,13.0000
Las Heras,20,30.0000,63.0000,17.0000,13.0000,9.0000,54.0000,6.0000,56.0000
Buen Ayre,12,74.0000,163.0000,20.0000,54.0000,10.0000,153.0000,17.0000,123.0000
Anchorena,4,null,24.0000,null,null,6.0000,18.0000,null,24.0000
Alsina,2,73.0000,94.0000,11.0000,62.0000,9.0000,85.0000,35.0000,94.0000
Ovidio Lagos,13,23.0000,133.0000,4.0000,19.0000,3.0000,130.0000,null,133.0000
Arroyo Seco,19,611.0000,445.0000,290.0000,321.0000,93.0000,352.0000,72.0000,258.0000
Luis Viale,21,27.0000,83.0000,6.0000,21.0000,4.0000,79.0000,7.0000,67.0000
Lima,11,419.0000,354.0000,120.0000,299.0000,18.0000,336.0000,115.0000,265.0000
Villa Allende,1,1.0000,8.0000,null,1.0000,3.0000,5.0000,null,6.0000
Santa Rita,3,25.0000,17.0000,3.0000,22.0000,3.0000,14.0000,2.0000,17.0000
Disc Panamericana,19,5.0000,4.0000,null,5.0000,null,4.0000,1.0000,4.0000
Trelles,7,117.0000,87.0000,74.0000,43.0000,18.0000,69.0000,32.0000,33.0000
Gral Paz Capital,6,378.0000,103.0000,229.0000,149.0000,null,103.0000,116.0000,103.0000
Villa Allende,21,17.0000,67.0000,4.0000,13.0000,1.0000,66.0000,7.0000,34.0000
Zarate Brazo Largo,7,124.0000,97.0000,85.0000,39.0000,null,97.0000,null,97.0000
Alberdi,15,null,27.0000,null,null,null,27.0000,null,23.0000
Disc Panamericana,3,3.0000,null,1.0000,2.0000,null,null,null,null
Villa Allende,8,159.0000,242.0000,97.0000,62.0000,23.0000,219.0000,31.0000,136.0000
Floresta,12,46.0000,95.0000,6.0000,40.0000,5.0000,90.0000,1.0000,95.0000
La Bandera,10,123.0000,498.0000,95.0000,28.0000,29.0000,469.0000,9.0000,302.0000
Floresta,7,175.0000,86.0000,79.0000,96.0000,15.0000,71.0000,19.0000,86.0000
Trelles,22,9.0000,16.0000,3.0000,6.0000,2.0000,14.0000,5.0000,5.0000
Lima,2,308.0000,103.0000,78.0000,230.0000,12.0000,91.0000,132.0000,71.0000
America,2,29.0000,73.0000,9.0000,20.0000,null,73.0000,10.0000,73.0000
Anchorena,17,null,35.0000,null,null,16.0000,19.0000,null,35.0000
America,20,23.0000,96.0000,8.0000,15.0000,null,96.0000,4.0000,96.0000
Laferrere,5,82.0000,32.0000,44.0000,38.0000,5.0000,27.0000,15.0000,22.0000
Florencio Varela,16,104.0000,121.0000,82.0000,22.0000,22.0000,99.0000,8.0000,121.0000
AUBASA LP-BA,19,217.0000,189.0000,63.0000,154.0000,28.0000,161.0000,43.0000,136.0000
Villa Allende,20,23.0000,125.0000,11.0000,12.0000,6.0000,119.0000,6.0000,68.0000
El Arco,14,33.0000,101.0000,16.0000,17.0000,8.0000,93.0000,10.0000,63.0000
Alsina,19,60.0000,154.0000,27.0000,33.0000,38.0000,116.0000,10.0000,151.0000
Zarate,10,96.0000,44.0000,52.0000,44.0000,6.0000,38.0000,6.0000,38.0000
Alvear,17,132.0000,473.0000,50.0000,82.0000,81.0000,392.0000,21.0000,393.0000
Libertador,11,127.0000,242.0000,44.0000,83.0000,29.0000,213.0000,20.0000,189.0000
Parque Sarmiento,15,72.0000,100.0000,31.0000,41.0000,7.0000,93.0000,30.0000,92.0000
Fisherton,10,194.0000,1530.0000,60.0000,134.0000,null,1530.0000,33.0000,1266.0000
Boulevard,0,null,null,null,null,null,null,null,null
Buen Ayre,1,27.0000,47.0000,12.0000,15.0000,2.0000,45.0000,5.0000,39.0000
El Arco,18,97.0000,177.0000,71.0000,26.0000,8.0000,169.0000,10.0000,135.0000
Centenera,7,211.0000,94.0000,131.0000,80.0000,45.0000,49.0000,68.0000,88.0000
El Arco,11,77.0000,236.0000,50.0000,27.0000,10.0000,226.0000,11.0000,159.0000
Del Tejar,8,146.0000,129.0000,91.0000,55.0000,30.0000,99.0000,1.0000,129.0000
Santa Fe,9,92.0000,19.0000,50.0000,42.0000,4.0000,15.0000,19.0000,14.0000
Bonpland,15,121.0000,243.0000,58.0000,63.0000,26.0000,217.0000,10.0000,198.0000
Libertador,0,63.0000,72.0000,22.0000,41.0000,15.0000,57.0000,27.0000,59.0000
Pilar,9,176.0000,178.0000,99.0000,77.0000,38.0000,140.0000,14.0000,178.0000
Las Heras,7,183.0000,73.0000,106.0000,77.0000,17.0000,56.0000,13.0000,69.0000
El Club,8,269.0000,449.0000,121.0000,148.0000,109.0000,340.0000,36.0000,368.0000
Fisherton,6,132.0000,77.0000,41.0000,91.0000,null,77.0000,29.0000,51.0000
Arroyo Seco,10,795.0000,631.0000,385.0000,410.0000,98.0000,533.0000,109.0000,314.0000
CORS EVENTOS,15,111.0000,null,26.0000,85.0000,null,null,43.0000,null
CORS EVENTOS,12,23.0000,1.0000,7.0000,16.0000,null,1.0000,1.0000,1.0000
America,16,67.0000,159.0000,32.0000,35.0000,null,159.0000,16.0000,159.0000
Libertador,13,81.0000,161.0000,22.0000,59.0000,18.0000,143.0000,26.0000,106.0000
Bonpland,21,56.0000,103.0000,19.0000,37.0000,10.0000,93.0000,9.0000,88.0000
Laferrere,22,16.0000,54.0000,9.0000,7.0000,7.0000,47.0000,null,27.0000
Trelles,0,30.0000,33.0000,15.0000,15.0000,null,33.0000,13.0000,7.0000
Parque Sarmiento,22,11.0000,16.0000,10.0000,1.0000,1.0000,15.0000,null,14.0000
Alsina,15,46.0000,172.0000,11.0000,35.0000,19.0000,153.0000,16.0000,172.0000
AUBASA BA-LP,6,288.0000,111.0000,113.0000,175.0000,20.0000,91.0000,48.0000,92.0000
Luis Viale,1,36.0000,104.0000,7.0000,29.0000,2.0000,102.0000,7.0000,92.0000
Zarate Brazo Largo,5,76.0000,40.0000,62.0000,14.0000,null,40.0000,null,40.0000
Olivos,3,42.0000,27.0000,37.0000,5.0000,5.0000,22.0000,null,25.0000
Cabildo,16,48.0000,48.0000,10.0000,38.0000,4.0000,44.0000,5.0000,16.0000
La Bandera,1,null,null,null,null,null,null,null,null
Maschwitz,22,null,10.0000,null,null,null,10.0000,null,3.0000
Alvear,3,60.0000,156.0000,10.0000,50.0000,32.0000,124.0000,14.0000,132.0000
Luis Viale,4,13.0000,34.0000,1.0000,12.0000,8.0000,26.0000,4.0000,27.0000
El Arco,12,50.0000,141.0000,38.0000,12.0000,2.0000,139.0000,6.0000,95.0000
Disc Panamericana,8,6.0000,9.0000,null,6.0000,null,9.0000,null,9.0000
Gral Paz Capital,16,130.0000,390.0000,60.0000,70.0000,null,390.0000,48.0000,390.0000
Florencio Varela,20,39.0000,60.0000,32.0000,7.0000,21.0000,39.0000,2.0000,60.0000
Garay,22,30.0000,97.0000,8.0000,22.0000,5.0000,92.0000,1.0000,68.0000
Alvear,21,63.0000,190.0000,15.0000,48.0000,23.0000,167.0000,10.0000,142.0000
Pilar,16,56.0000,106.0000,23.0000,33.0000,8.0000,98.0000,7.0000,106.0000
Olivos,23,44.0000,63.0000,42.0000,2.0000,6.0000,57.0000,1.0000,53.0000
Villa Allende,6,59.0000,96.0000,37.0000,22.0000,11.0000,85.0000,9.0000,32.0000
Bulnes,0,null,null,null,null,null,null,null,null
Gutierrez,12,32.0000,77.0000,8.0000,24.0000,5.0000,72.0000,7.0000,58.0000
Alvear,16,119.0000,547.0000,50.0000,69.0000,70.0000,477.0000,17.0000,432.0000
Santa Rita,15,35.0000,117.0000,10.0000,25.0000,3.0000,114.0000,1.0000,114.0000
Gral Paz Capital,1,70.0000,152.0000,53.0000,17.0000,null,152.0000,14.0000,152.0000
Ovidio Lagos,21,28.0000,86.0000,3.0000,25.0000,null,86.0000,null,86.0000
Quilmes,4,41.0000,24.0000,13.0000,28.0000,6.0000,18.0000,15.0000,18.0000
DISC Echeverria,22,null,9.0000,null,null,null,9.0000,null,3.0000
Congreso,5,64.0000,31.0000,29.0000,35.0000,5.0000,26.0000,1.0000,31.0000
Santa Fe,8,133.0000,21.0000,57.0000,76.0000,4.0000,17.0000,35.0000,18.0000
La Carmela,4,101.0000,39.0000,47.0000,54.0000,4.0000,35.0000,33.0000,39.0000
Villa Luro,5,76.0000,43.0000,17.0000,59.0000,2.0000,41.0000,24.0000,32.0000
Boulevard,4,null,null,null,null,null,null,null,null
Garay,16,73.0000,298.0000,22.0000,51.0000,10.0000,288.0000,3.0000,209.0000
Pilar,12,52.0000,126.0000,25.0000,27.0000,22.0000,104.0000,8.0000,126.0000
Emilio Castro,22,23.0000,9.0000,8.0000,15.0000,null,9.0000,5.0000,6.0000
DISC Caraffa,3,null,null,null,null,null,null,null,null
Mitre,19,null,null,null,null,null,null,null,null
Maschwitz,8,null,294.0000,null,null,null,294.0000,null,261.0000
